Investigation.Type,Country,Aircraft.Category,Make,Model,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Event.Year
Accident,United States,Airplane,CESSNA,210,Turbo Prop,Personal,0.0,0.0,0.0,3.0,2015
Accident,United States,Airplane,BEECH,F33A,Reciprocating,Personal,2.0,0.0,0.0,0.0,2015
Accident,United States,Airplane,BEECH,A36TC,Reciprocating,Personal,2.0,0.0,0.0,0.0,2015
Accident,United States,Airplane,CESSNA,172,Reciprocating,Instructional,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,PHANTOM AERONAUTICS,PHANTOM X 1,Reciprocating,Personal,0.0,0.0,1.0,0.0,2015
Accident,United States,Airplane,MOONEY,M20,Reciprocating,Personal,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,BEECH,56,Reciprocating,Personal,0.0,0.0,0.0,6.0,2015
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,0.0,0.0,0.0,2.0,2015
Accident,United States,Airplane,AIRBUS INDUSTRIE,A319 112,Turbo Fan,Unknown,0.0,1.0,1.0,3.0,2015
Accident,United States,Airplane,PIPER,PA28,Reciprocating,Instructional,0.0,1.0,1.0,0.0,2015
Accident,United States,Airplane,MELVIN K CALLEN,BACKCOUNTRY SUPERCUB,Reciprocating,Personal,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,CESSNA,182D,Reciprocating,Personal,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,CESSNA,172,Reciprocating,Instructional,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,CIRRUS DESIGN CORP,SR22,Reciprocating,Personal,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,CESSNA,305A,Reciprocating,Personal,0.0,1.0,0.0,1.0,2015
Accident,United States,Airplane,PIPER,PA 28-140,Reciprocating,Instructional,0.0,0.0,0.0,2.0,2015
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,MOONEY,M20J,Reciprocating,Personal,0.0,0.0,0.0,3.0,2015
Accident,United States,Airplane,SKAGGS RONNIE LYNN,RANS S6S,Reciprocating,Personal,0.0,0.0,0.0,2.0,2015
Accident,United States,Airplane,CESSNA,182,Reciprocating,Skydiving,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,BOEING,737 7H4,Turbo Fan,Unknown,0.0,0.0,1.0,147.0,2015
Accident,United States,Airplane,CESSNA,T210N,Reciprocating,Personal,0.0,4.0,0.0,0.0,2015
Accident,United States,Airplane,PIPER,PA-32,Reciprocating,Personal,0.0,0.0,3.0,0.0,2015
Accident,United States,Airplane,GRUMMAN AMERICAN AVN. CORP.,AA 5,Reciprocating,Personal,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,STINSON,108,Reciprocating,Personal,0.0,1.0,0.0,1.0,2015
Accident,United States,Airplane,PACIFIC AEROSPACE CORP LTD,750XL,Turbo Prop,Skydiving,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,PIPER,PA 46-350P,Reciprocating,Personal,0.0,0.0,0.0,2.0,2015
Accident,United States,Airplane,CESSNA,172N,Reciprocating,Personal,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,BEECH,D35,Reciprocating,Personal,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,PIPER,PA-24,Reciprocating,Instructional,0.0,1.0,0.0,1.0,2015
Accident,United States,Airplane,AERO VODOCHODY,L 39C,Turbo Fan,Personal,2.0,0.0,0.0,0.0,2015
Accident,United States,Airplane,PIPER,PA 28-181,Reciprocating,Personal,0.0,2.0,0.0,0.0,2015
Accident,United States,Airplane,AVIAT AIRCRAFT INC,A-1C,Reciprocating,Personal,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,CESSNA,182C,Reciprocating,Personal,1.0,0.0,0.0,0.0,2015
Accident,Brazil,Airplane,EMBRAER,EMB720,Reciprocating,Personal,3.0,0.0,0.0,0.0,2015
Accident,United States,Airplane,CESSNA,140,Reciprocating,Personal,2.0,0.0,0.0,0.0,2015
Accident,United States,Airplane,TIMOTHY C WILLIAMS,CCK-1865,Reciprocating,Personal,2.0,0.0,0.0,0.0,2015
Accident,United States,Airplane,BARNETT ALLEN S,RV7,Reciprocating,Personal,2.0,0.0,0.0,0.0,2015
Accident,United States,Airplane,PIPER,PA46 500TP,Turbo Prop,Personal,1.0,0.0,0.0,0.0,2015
Accident,United States,Airplane,CESSNA,172,Reciprocating,Instructional,0.0,2.0,0.0,0.0,2015
Accident,United States,Airplane,HAWKER BEECHCRAFT CORP,390,Turbo Fan,Personal,0.0,0.0,0.0,7.0,2015
Accident,United States,Airplane,BEECH,A36,Reciprocating,Personal,3.0,0.0,0.0,0.0,2015
Accident,United States,Airplane,GLOBE,GC 1B,Reciprocating,Personal,0.0,2.0,0.0,0.0,2015
Accident,United States,Airplane,PIPER,PA 28,Reciprocating,Instructional,0.0,0.0,0.0,2.0,2015
Accident,United States,Airplane,PIPER,PA 31,Reciprocating,Executive/corporate,0.0,0.0,0.0,3.0,2015
Accident,United States,Airplane,DEHAVILLAND,TIGER MOTH DH 82A,Reciprocating,Personal,0.0,0.0,0.0,2.0,2015
Accident,United States,Airplane,RAYTHEON AIRCRAFT COMPANY,A36,Reciprocating,Personal,0.0,3.0,1.0,0.0,2015
Accident,United States,Airplane,MCCORKLE ROBERT B,RANS S-12 AIRAILE,Reciprocating,Personal,1.0,0.0,0.0,0.0,2015
Accident,United States,Airplane,KELM DAVID,KITFOX 7,Reciprocating,Personal,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,GOLDEN CIRCLE AIR INC,T BIRD II,Reciprocating,Personal,0.0,0.0,1.0,0.0,2015
Accident,United States,Airplane,MCMICHAEL ELMER L,LANCAIR 360,Reciprocating,Personal,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,AVIAT,A1,Reciprocating,Personal,0.0,1.0,0.0,0.0,2015
Accident,Russia,Airplane,HAWKER BEECH,A36TC,Reciprocating,Personal,4.0,0.0,0.0,0.0,2015
Accident,United States,Airplane,AERONCA,7BCM,Reciprocating,Air Drop,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,CESSNA,310,Reciprocating,Personal,0.0,0.0,0.0,2.0,2015
Accident,United States,Airplane,MOONEY,M20E,Reciprocating,Personal,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,BOEING,737 3H4,Turbo Fan,Unknown,0.0,0.0,0.0,138.0,2015
Accident,United States,Airplane,PIPER,PA-32,Reciprocating,Personal,0.0,2.0,0.0,0.0,2015
Accident,United States,Airplane,CIRRUS DESIGN CORP,SR20,Reciprocating,Instructional,0.0,0.0,0.0,2.0,2015
Accident,United States,Airplane,GRUMMAN AMERICAN AVN. CORP.,AA-5A,Reciprocating,Personal,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,HINTON PAUL M,RV 4,Reciprocating,Personal,2.0,0.0,0.0,0.0,2015
Accident,United States,Airplane,PIPER,PA 32RT-300T,Reciprocating,Personal,5.0,0.0,0.0,0.0,2015
Accident,United States,Airplane,PORRATA LUIS G,RANS S 12XL,Reciprocating,Personal,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,CESSNA,182J,Reciprocating,Personal,0.0,1.0,1.0,0.0,2015
Accident,United States,Airplane,STINSON,108,Reciprocating,Instructional,0.0,0.0,0.0,2.0,2015
Accident,United States,Airplane,BEECH,C24R,Reciprocating,Personal,1.0,0.0,0.0,0.0,2015
Accident,United States,Airplane,PIPER,PA22,Reciprocating,Personal,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,DAY WILLIAM L,MINICOUPE,Reciprocating,Personal,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,DAVIS MICHAEL J,MD SPECIAL,Reciprocating,Personal,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,PIPER,PA 18A,Reciprocating,Personal,0.0,0.0,0.0,2.0,2015
Accident,United States,Airplane,PIPER,PA32R,Reciprocating,Personal,1.0,0.0,0.0,0.0,2015
Accident,United States,Airplane,BEECH,A36,Reciprocating,Personal,0.0,0.0,4.0,0.0,2015
Accident,United States,Airplane,HAWKER,400,Turbo Fan,Unknown,0.0,0.0,0.0,7.0,2015
Accident,United States,Airplane,BEECH,V35B,Reciprocating,Business,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,BOEING,737 7H4,Turbo Fan,Unknown,0.0,0.0,1.0,141.0,2015
Accident,United States,Airplane,PIPER AIRCRAFT INC,PA-46,Turbo Prop,Personal,0.0,2.0,2.0,0.0,2015
Accident,Spain,Airplane,SOCATA,TB9,Reciprocating,Personal,2.0,0.0,0.0,0.0,2015
Accident,United States,Airplane,WACO,YMF,Reciprocating,Personal,0.0,0.0,0.0,2.0,2015
Accident,United States,Airplane,AEROSTAR ACFT CORP OF TEXAS,M20F,Reciprocating,Personal,0.0,0.0,4.0,0.0,2015
Accident,United States,Airplane,CESSNA,172,Reciprocating,Instructional,0.0,0.0,0.0,1.0,2015
Accident,United States,Airplane,BOEING,737 76N,Turbo Fan,Unknown,0.0,0.0,1.0,147.0,2015
Accident,United States,Airplane,CIRRUS DESIGN CORP,SR22,Reciprocating,Personal,0.0,0.0,1.0,0.0,2015
Accident,United States,Airplane,CESSNA,177,Reciprocating,Personal,0.0,0.0,0.0,3.0,2015
Accident,United States,Airplane,PIPER,PA 46,Reciprocating,Business,0.0,0.0,0.0,2.0,2015
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,1.0,0.0,0.0,0.0,2015
Accident,United States,Airplane,BEECH,200,Turbo Prop,Unknown,0.0,0.0,0.0,9.0,2015
Accident,United States,Airplane,PIPER,PA 28-161,Reciprocating,Instructional,0.0,0.0,0.0,2.0,2015
Accident,United States,Airplane,PIPER,28-140,Reciprocating,Personal,0.0,1.0,1.0,0.0,2015
Accident,United States,Airplane,PIPER,PA18,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,COSTRUZIONI AERONAUTICHE TECNA,P92 EAGLET,Reciprocating,Personal,0.0,1.0,0.0,0.0,2016
Accident,United States,Airplane,CESSNA,208B,Turbo Prop,Unknown,0.0,3.0,5.0,0.0,2016
Accident,United States,Airplane,KEVIN METZLER,Velocity STD RG,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,KAI ENGSTAD,RV-8A,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,JOHNSON GLENN L,ZODIAC 601 XL,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,CESSNA,170B,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,EMBRAER,ERJ 170 100 SE,Turbo Fan,Unknown,0.0,0.0,1.0,71.0,2016
Accident,Brazil,Airplane,BEECH,C90,Turbo Prop,Personal,2.0,0.0,0.0,0.0,2016
Accident,Netherlands,Airplane,CIRRUS,SR20,Reciprocating,Unknown,1.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,AEROSTAR S A,YAK 52,Reciprocating,Personal,2.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,CESSNA,172N,Reciprocating,Personal,1.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,BEECH,200,Turbo Prop,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,BEECH,35 C33,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,CESSNA,175,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,CESSNA,172R,Reciprocating,Instructional,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,PILATUS AIRCRAFT LTD,PC-12,Turbo Prop,Positioning,0.0,2.0,0.0,0.0,2016
Accident,United States,Airplane,EROS,1600,Reciprocating,Personal,1.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,CIRRUS,SR22,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,CESSNA,441,Turbo Prop,Positioning,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,WAYLAND JOHN H,AVID MARK IV,Reciprocating,Personal,0.0,0.0,1.0,0.0,2016
Accident,United States,Airplane,MOORE,ONEX,Reciprocating,Personal,1.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,CESSNA,182,Reciprocating,Aerial Observation,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,BEECH,B200,Turbo Prop,Unknown,0.0,0.0,0.0,5.0,2016
Accident,United States,Airplane,CESSNA,172,Reciprocating,Instructional,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,ENGINEERING & RESEARCH,ERCOUPE 415,Reciprocating,Positioning,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,CAUGHRAN TERRY,FLIGHTSTAR II,Reciprocating,Personal,1.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,PIPER,PA 22-108,Reciprocating,Personal,1.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,BEECH,C35,Reciprocating,Personal,1.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,CESSNA,180,Reciprocating,Personal,0.0,0.0,0.0,3.0,2016
Accident,United States,Airplane,CESSNA,CE-208,Turbo Prop,Unknown,0.0,1.0,0.0,8.0,2016
Accident,United States,Airplane,BEECH,A23,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,Spain,Airplane,SOCATA,TB20,Reciprocating,Unknown,4.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,BELLANCA,17-30A,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,CESSNA,152,Reciprocating,Personal,0.0,0.0,2.0,0.0,2016
Accident,United States,Airplane,CESSNA,525,Turbo Jet,Personal,2.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,AVIAT AIRCRAFT INC,A-1C,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,PIPER,PA 30,Reciprocating,Instructional,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,CESSNA,210,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,PIPER,PA 28RT-201,Reciprocating,Instructional,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,PIPER,PA 46,Reciprocating,Instructional,0.0,1.0,0.0,1.0,2016
Accident,United States,Airplane,PIPER,PA32RT,Reciprocating,Personal,0.0,1.0,0.0,0.0,2016
Accident,United States,Airplane,SOCATA,TBM700,Turbo Prop,Business,0.0,0.0,0.0,2.0,2016
Accident,Brazil,Airplane,AIR TRACTOR,AT401,Reciprocating,Ferry,0.0,0.0,1.0,0.0,2016
Accident,United Kingdom,Airplane,CIRRUS DESIGN CORPORATION,CIRRUS SR20,Reciprocating,Unknown,0.0,0.0,0.0,3.0,2016
Accident,United States,Airplane,PIPER,PA31,Reciprocating,Personal,0.0,1.0,0.0,0.0,2016
Accident,United States,Airplane,CESSNA,TR182,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,MCDONNELL DOUGLAS CORPORATION,MD 88,Turbo Fan,Unknown,0.0,0.0,0.0,153.0,2016
Accident,United States,Airplane,PIPER,PA 18A 150,Reciprocating,Instructional,0.0,0.0,0.0,2.0,2016
Accident,Thailand,Airplane,VANS,RV8,Reciprocating,Unknown,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,GLINES KENNETH,TAILWIND W 8,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,CIRRUS DESIGN CORP,SR22T,Reciprocating,Positioning,1.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,CESSNA,210,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,CESSNA,340A,Reciprocating,Business,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,PILATUS,PC12,Turbo Prop,Business,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,BOEING,737 7H4,Turbo Fan,Unknown,0.0,0.0,1.0,143.0,2016
Accident,United States,Airplane,PIPER,PA 24-260,Reciprocating,Personal,2.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,CESSNA,152,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,Australia,Airplane,PIPER,PA28,Reciprocating,Unknown,4.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,MAULE,M 7-235C,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,BROOK AARON D,LANCAIR IV P,Turbo Prop,Personal,3.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,AMERICAN LEGEND AIRCRAFT CO,AL11C 100,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,PIPER,PA46,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,PIPER,PA 28-161,Reciprocating,Personal,0.0,0.0,0.0,3.0,2016
Accident,United States,Airplane,AERONCA,O-58B,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,COSTRUZIONI AERONAUTICHE TECNA,P92 ECHO SUPER,Reciprocating,Instructional,1.0,0.0,1.0,0.0,2016
Accident,United States,Airplane,PIPER,PA 28-140,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,CESSNA,150,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,CESSNA,182,Reciprocating,Positioning,2.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,PIPER,PA 28-161,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,CESSNA,210,Reciprocating,Personal,0.0,1.0,0.0,1.0,2016
Accident,United States,Airplane,CESSNA,172S,Reciprocating,Instructional,0.0,0.0,0.0,4.0,2016
Accident,United States,Airplane,NORTH AMERICAN,P 51,Reciprocating,Personal,0.0,1.0,0.0,0.0,2016
Accident,United States,Airplane,BEECH,M35,Reciprocating,Personal,3.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,NORTH AMERICAN,F51,Reciprocating,Personal,2.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,PIPER,PA31,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,FOX AL,KIT FOX MODEL,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,CESSNA,175,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,CESSNA,T206H,Reciprocating,Personal,0.0,1.0,0.0,0.0,2016
Accident,United States,Airplane,BEECH,B36TC,Reciprocating,Personal,0.0,1.0,0.0,0.0,2016
Accident,United States,Airplane,PIPER,PA34,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,Spain,Airplane,CESSNA,172,Reciprocating,Unknown,1.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,FLIGHT DESIGN GMBH,CTLS,Reciprocating,Public Aircraft - Local,2.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,CESSNA,182,Reciprocating,Personal,0.0,1.0,0.0,0.0,2016
Accident,United States,Airplane,CESSNA,152,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,CESSNA,150,Reciprocating,Instructional,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,PIPER,PA24,Reciprocating,Personal,0.0,1.0,1.0,0.0,2016
Accident,United States,Airplane,LOCKHEED,382G,Turbo Prop,Unknown,0.0,0.0,0.0,5.0,2016
Accident,United States,Airplane,PIPER,PA28,Reciprocating,Personal,2.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,SOCATA,TAMPICO TB 9,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,CESSNA,140,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,CONSOLIDATED VULTEE,BT 15,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,MAULE,M 4,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,CESSNA,180,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,AIRBUS INDUSTRIE,A319 132,Turbo Fan,Unknown,0.0,0.0,1.0,104.0,2016
Accident,United States,Airplane,FOXWORTHY ROY,CHRISTEN EAGLE,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,CESSNA,P210N,Reciprocating,Personal,0.0,2.0,1.0,0.0,2016
Accident,United States,Airplane,CESSNA,172,Reciprocating,Instructional,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,BOEING,737,Turbo Fan,Unknown,0.0,0.0,0.0,155.0,2016
Accident,United States,Airplane,PINKSTON RANDY T,RV-7,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,BEECH,A36,Reciprocating,Business,1.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,PIPER,PA28,Reciprocating,Instructional,1.0,3.0,0.0,0.0,2016
Accident,United States,Airplane,LIBERTY AEROSPACE INCORPORATED,LIBERTY XL,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,CESSNA,172,Reciprocating,Instructional,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,MOONEY,M20J,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,PIPER,PA28 151,Reciprocating,Instructional,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,CIRRUS DESIGN CORP,SR22,Reciprocating,Personal,0.0,1.0,0.0,0.0,2016
Accident,United States,Airplane,CESSNA,LC41-550FG,Reciprocating,Flight Test,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,CESSNA,152,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,CESSNA,152,Reciprocating,Personal,0.0,1.0,0.0,0.0,2016
Accident,United States,Airplane,CESSNA,170,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,STINSON,108 3,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,BEECH,95 C55,Reciprocating,Personal,0.0,0.0,1.0,0.0,2016
Accident,United States,Airplane,CESSNA,150L,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,BEECH,V35,Reciprocating,Personal,0.0,0.0,0.0,3.0,2016
Accident,United States,Airplane,BEECH,95 C55,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,Hong Kong,Airplane,ZLIN,Z242L,Reciprocating,Unknown,1.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,CIRRUS DESIGN CORP,SR20,Reciprocating,Personal,4.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,CESSNA,182,Reciprocating,Personal,0.0,2.0,0.0,0.0,2016
Accident,United States,Airplane,CZECH AIRCRAFT WORKS SPOL SRO,SPORTCRUISER,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,CIRRUS DESIGN CORP,SR22,Reciprocating,Personal,0.0,4.0,0.0,0.0,2016
Accident,United States,Airplane,MAULE,M5,Reciprocating,Instructional,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,OHLGREN,RV 6A,Reciprocating,Personal,2.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,PIPER,PA46,Reciprocating,Personal,0.0,0.0,0.0,3.0,2016
Accident,United States,Airplane,CESSNA,152,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,PIPER,PA 22-150,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,CURTISS WRIGHT,TRAVEL AIR 4000,Reciprocating,Personal,2.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,BOEING,A75N1(PT17),Reciprocating,Personal,0.0,1.0,1.0,0.0,2016
Accident,United States,Airplane,CESSNA,150G,Reciprocating,Instructional,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,CESSNA,195,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,BEECH,99,Turbo Prop,Unknown,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,ARIOSTO JAMES J,ARIOSTO MUSTANG II,Reciprocating,Personal,0.0,0.0,1.0,0.0,2016
Accident,United States,Airplane,NORTH WING,APACHE,Reciprocating,Personal,0.0,0.0,1.0,0.0,2016
Accident,United States,Airplane,CIRRUS DESIGN CORP,SR22,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,TAYLORCRAFT,BL,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,AEROPRO CZ,A220,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,BOEING,767 34AF,Turbo Fan,Unknown,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,PIPER,PA 22-108,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,CESSNA,172,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,South Africa,Airplane,PIPER,PA28,Reciprocating,Personal,2.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,MOONEY,M20,Reciprocating,Personal,0.0,0.0,1.0,0.0,2016
Accident,United States,Airplane,REMOS AIRCRAFT GMBH,G 3/600,Reciprocating,Personal,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,THOMAS D. PARKES,Lancair ES,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,REMOS ACFT GMBH FLUGZEUGBAU,REMOS GX,Reciprocating,Personal,2.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,BEECH,D17,Reciprocating,Personal,0.0,1.0,0.0,0.0,2016
Accident,United States,Airplane,SHEAHEN DANE E,RV-8,Reciprocating,Personal,2.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,PIPER,PA 28,Reciprocating,Personal,0.0,0.0,0.0,4.0,2016
Accident,United States,Airplane,GRUMMAN,G164,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,BROCKMAN WILLIAM A,CHALLENGER II,Reciprocating,Personal,0.0,0.0,1.0,0.0,2016
Accident,United States,Airplane,AMERICAN,AA 1,Reciprocating,Personal,0.0,1.0,0.0,0.0,2016
Accident,United States,Airplane,CESSNA,180,Reciprocating,Personal,0.0,0.0,0.0,3.0,2016
Accident,United States,Airplane,CESSNA,182A,Reciprocating,Personal,4.0,0.0,0.0,0.0,2016
Accident,United States,Airplane,CESSNA,180,Reciprocating,Personal,0.0,0.0,1.0,1.0,2016
Accident,United States,Airplane,CESSNA,140,Reciprocating,Personal,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,2016
Accident,United States,Airplane,RAYTHEON AIRCRAFT COMPANY,400A,Turbo Fan,Positioning,0.0,2.0,0.0,0.0,2016
Accident,United States,Airplane,NAKAJIMA,A6M2 MODEL 21,Reciprocating,Positioning,0.0,0.0,0.0,2.0,2016
Accident,United States,Airplane,BOEING,737 724,Turbo Fan,Unknown,0.0,0.0,1.0,133.0,2016
